Iteration	Posterior	Likelihood	Prior	TreeLength	OmegaCount	K	R	Pi[0]	Pi[1]	Pi[2]	Pi[3]	Pi[4]	Pi[5]	Pi[6]	Pi[7]	Pi[8]	Pi[9]	Pi[10]	Pi[11]	Pi[12]	Pi[13]	Pi[14]	Pi[15]	Pi[16]	Pi[17]	Pi[18]	Pi[19]	Pi[20]	Pi[21]	Pi[22]	Pi[23]	Pi[24]	Pi[25]	Pi[26]	Pi[27]	Pi[28]	Pi[29]	Pi[30]	Pi[31]	Pi[32]	Pi[33]	Pi[34]	Pi[35]	Pi[36]	Pi[37]	Pi[38]	Pi[39]	Pi[40]	Pi[41]	Pi[42]	Pi[43]	Pi[44]	Pi[45]	Pi[46]	Pi[47]	Pi[48]	Pi[49]	Pi[50]	Pi[51]	Pi[52]	Pi[53]	Pi[54]	Pi[55]	Pi[56]	Pi[57]	Pi[58]	Pi[59]	Pi[60]
14900	-6195.941826	-6862.686451	666.744625	32.405157	3.000000	1.467678	0.171813	0.010207	0.030630	0.032493	0.010020	0.009050	0.035183	0.001196	0.010590	0.005863	0.028596	0.006545	0.012295	0.001936	0.023312	0.015741	0.017381	0.007986	0.041630	0.016927	0.014080	0.007229	0.019637	0.004488	0.011076	0.004583	0.007265	0.004713	0.007597	0.003547	0.014406	0.050638	0.007787	0.016834	0.026209	0.020937	0.019296	0.012692	0.076641	0.013801	0.056721	0.015031	0.024985	0.004788	0.016328	0.001869	0.016444	0.031367	0.007623	0.009512	0.005210	0.014572	0.026179	0.002610	0.019361	0.019084	0.009167	0.007086	0.000261	0.028913	0.008427	0.013425
15000	-6171.542729	-6855.024825	683.482096	33.220739	3.000000	1.576454	0.329933	0.011618	0.026286	0.033394	0.010110	0.009301	0.032422	0.002635	0.010883	0.006026	0.022926	0.010626	0.012636	0.001990	0.025111	0.016680	0.011856	0.008208	0.042785	0.010703	0.014470	0.008923	0.016620	0.004612	0.011383	0.004710	0.011769	0.006831	0.011855	0.003646	0.011035	0.047486	0.008003	0.015035	0.026793	0.022169	0.019831	0.013044	0.078767	0.013736	0.058294	0.011740	0.028659	0.004921	0.019504	0.002456	0.019481	0.023536	0.007835	0.007274	0.012341	0.010841	0.026905	0.001662	0.019898	0.021417	0.009610	0.007778	0.000130	0.027061	0.008661	0.013084
15100	-6188.985052	-6879.202033	690.216981	32.128825	3.000000	1.512820	0.294828	0.012100	0.036305	0.036489	0.010530	0.005794	0.033881	0.001005	0.007479	0.006126	0.020148	0.011067	0.013340	0.002924	0.026153	0.017372	0.015557	0.008549	0.025207	0.011148	0.015071	0.009293	0.017178	0.004804	0.011856	0.004905	0.015825	0.002606	0.012347	0.003797	0.011493	0.049458	0.007912	0.015660	0.022847	0.021951	0.020655	0.010898	0.082036	0.012420	0.060714	0.012227	0.030800	0.005125	0.023907	0.002003	0.015744	0.023964	0.012786	0.009322	0.009414	0.012245	0.027720	0.003980	0.013329	0.021009	0.002457	0.008101	0.000135	0.028185	0.009021	0.013627
15200	-6195.319098	-6871.183477	675.864379	32.963320	3.000000	1.418926	0.297986	0.015667	0.022845	0.033308	0.010848	0.005968	0.034902	0.000932	0.007705	0.006310	0.028091	0.010696	0.010250	0.002550	0.026942	0.017896	0.009759	0.008969	0.025718	0.012627	0.015525	0.007660	0.011830	0.006623	0.012213	0.005053	0.010894	0.002685	0.012719	0.002822	0.015765	0.043793	0.007787	0.015243	0.025477	0.021147	0.016356	0.011226	0.084510	0.011100	0.062544	0.012596	0.023898	0.006205	0.024628	0.002063	0.016219	0.032660	0.007146	0.011970	0.008674	0.012803	0.028556	0.002853	0.022554	0.019933	0.010098	0.007815	0.001177	0.030155	0.009293	0.013747
15300	-6176.067733	-6857.937272	681.869539	33.424301	3.000000	1.504479	0.201085	0.012898	0.033489	0.037550	0.010551	0.005805	0.036286	0.001629	0.009056	0.006138	0.025711	0.010404	0.008608	0.002480	0.019899	0.019738	0.010562	0.006308	0.037077	0.018157	0.015101	0.007450	0.019399	0.003431	0.014317	0.004915	0.006465	0.004097	0.008746	0.004530	0.015334	0.042595	0.007574	0.019599	0.024781	0.024428	0.016734	0.012211	0.082092	0.009866	0.055317	0.011326	0.030340	0.006429	0.021972	0.002007	0.016850	0.031767	0.006951	0.008554	0.004230	0.012453	0.026876	0.002775	0.015003	0.019388	0.012965	0.008394	0.001144	0.026842	0.009038	0.013372
15400	-6195.655796	-6865.747380	670.091583	31.826456	3.000000	1.451187	0.215954	0.013961	0.030844	0.029331	0.010898	0.005996	0.027836	0.001857	0.011810	0.006339	0.019292	0.013189	0.017669	0.002596	0.020553	0.020152	0.010909	0.008611	0.038295	0.016277	0.015597	0.005536	0.020574	0.003543	0.014751	0.002908	0.011927	0.004231	0.009033	0.002355	0.014791	0.043994	0.007826	0.020243	0.025595	0.021503	0.017283	0.013656	0.092702	0.011224	0.060087	0.011862	0.029550	0.006211	0.017686	0.002735	0.017403	0.030563	0.007179	0.008835	0.008407	0.008967	0.017745	0.002866	0.014959	0.020025	0.013390	0.008244	0.000107	0.027129	0.006552	0.013811
15500	-6182.537425	-6873.529680	690.992255	35.651716	3.000000	1.376699	0.177447	0.012129	0.026196	0.031620	0.010913	0.006274	0.036725	0.001877	0.016256	0.006065	0.023756	0.009084	0.017650	0.002624	0.020243	0.016334	0.015913	0.008621	0.038704	0.020914	0.017593	0.005359	0.012802	0.005174	0.007619	0.001791	0.009518	0.004276	0.009130	0.003063	0.014949	0.044574	0.007910	0.020849	0.025868	0.020313	0.014815	0.009821	0.080883	0.011343	0.060728	0.011988	0.027316	0.006277	0.017875	0.001173	0.017589	0.030678	0.007624	0.009312	0.005455	0.009062	0.029735	0.004651	0.015308	0.019634	0.011809	0.008268	0.000648	0.027342	0.010915	0.017066
15600	-6182.631133	-6889.490196	706.859063	32.801354	3.000000	1.619862	0.169864	0.012137	0.026214	0.034995	0.009727	0.004142	0.036750	0.003655	0.014182	0.007111	0.021015	0.010320	0.017693	0.003614	0.020257	0.016345	0.015924	0.008799	0.041725	0.019785	0.017605	0.006267	0.014811	0.003613	0.012610	0.001792	0.010257	0.004279	0.011580	0.003065	0.016562	0.043226	0.004808	0.020863	0.033593	0.019677	0.022652	0.009039	0.069608	0.009065	0.060769	0.011996	0.020211	0.006089	0.018939	0.001174	0.015114	0.030699	0.010654	0.009806	0.007720	0.009244	0.018160	0.005454	0.015409	0.019652	0.016888	0.008273	0.000900	0.027361	0.010922	0.015203
15700	-6181.466275	-6875.221373	693.755098	34.262748	3.000000	1.341462	0.157172	0.012809	0.024416	0.045359	0.009086	0.009106	0.031774	0.003499	0.010118	0.006595	0.026093	0.014977	0.014323	0.003087	0.030719	0.011821	0.011767	0.008160	0.030231	0.016917	0.019778	0.005812	0.013735	0.003351	0.007716	0.003453	0.008086	0.003240	0.012674	0.004093	0.013666	0.040976	0.006671	0.013862	0.029721	0.024389	0.021006	0.012153	0.082632	0.011412	0.055915	0.011125	0.023915	0.005647	0.014775	0.002561	0.016314	0.029702	0.009251	0.007793	0.008256	0.014762	0.027758	0.000809	0.018924	0.012456	0.020473	0.011415	0.000835	0.022945	0.011960	0.013128
15800	-6189.381674	-6875.291782	685.910108	34.068753	3.000000	1.488132	0.172754	0.013168	0.029119	0.043194	0.010734	0.009361	0.032665	0.003382	0.011400	0.007041	0.026825	0.013159	0.010107	0.003173	0.032310	0.018380	0.018475	0.008758	0.031078	0.022055	0.017893	0.007503	0.014120	0.004412	0.007932	0.003550	0.006169	0.000370	0.013029	0.004208	0.012093	0.038093	0.006858	0.021314	0.030555	0.025442	0.021595	0.009471	0.078919	0.008589	0.043348	0.013873	0.020867	0.005450	0.015542	0.003098	0.015924	0.023184	0.010092	0.010917	0.005891	0.011653	0.028261	0.001965	0.016742	0.012805	0.021131	0.007663	0.000858	0.030322	0.012295	0.011623
15900	-6194.011748	-6857.952471	663.940723	36.088377	3.000000	1.498282	0.201648	0.013225	0.030532	0.043441	0.013156	0.009824	0.032807	0.003397	0.011734	0.007072	0.026941	0.006953	0.009212	0.003187	0.032450	0.013352	0.018555	0.010125	0.031213	0.022764	0.015699	0.009637	0.017465	0.007490	0.007132	0.004189	0.006888	0.000613	0.006344	0.005367	0.014136	0.045366	0.006888	0.021407	0.030687	0.016953	0.023684	0.007731	0.070888	0.008626	0.043536	0.013933	0.024883	0.006175	0.015767	0.001468	0.019106	0.026766	0.010135	0.009624	0.005916	0.011703	0.024921	0.001167	0.016815	0.017457	0.021222	0.006690	0.000862	0.035021	0.009347	0.010354
16000	-6197.460694	-6872.676084	675.215391	29.124323	3.000000	1.528862	0.207146	0.014186	0.033626	0.035902	0.010516	0.007485	0.027667	0.003389	0.012443	0.008580	0.021749	0.006935	0.009188	0.000966	0.028331	0.009022	0.012075	0.011389	0.053044	0.022707	0.018735	0.007576	0.017002	0.004905	0.007114	0.004178	0.012884	0.003919	0.010271	0.004196	0.018279	0.050889	0.005278	0.020502	0.024107	0.021712	0.019850	0.012507	0.065717	0.013508	0.048561	0.014355	0.024821	0.004660	0.015727	0.002802	0.019058	0.021946	0.011139	0.009600	0.005901	0.011674	0.020999	0.003971	0.016772	0.020428	0.015587	0.006673	0.002942	0.028113	0.009324	0.012620
16100	-6171.430740	-6864.383287	692.952548	29.087349	3.000000	1.497336	0.296739	0.009831	0.033208	0.043563	0.012217	0.007392	0.032653	0.003346	0.012288	0.005687	0.029525	0.006849	0.017924	0.003225	0.027979	0.008910	0.013289	0.012552	0.045425	0.015680	0.018502	0.007481	0.016791	0.002191	0.009563	0.003488	0.012724	0.003870	0.009910	0.004351	0.014606	0.050853	0.005212	0.019768	0.023808	0.021442	0.016889	0.012351	0.064900	0.013149	0.047958	0.011721	0.024513	0.004602	0.015349	0.003491	0.018821	0.035852	0.011001	0.009480	0.007446	0.011529	0.020738	0.003922	0.013595	0.018810	0.013749	0.008981	0.002643	0.020737	0.009208	0.012463
16200	-6187.046748	-6885.635111	698.588362	30.820808	3.000000	1.434072	0.282231	0.010752	0.028944	0.047646	0.013362	0.005176	0.028801	0.001713	0.009707	0.006220	0.030898	0.003995	0.019603	0.001040	0.019003	0.016922	0.012414	0.012078	0.041540	0.018905	0.020236	0.006647	0.013063	0.003470	0.011537	0.003815	0.013466	0.001539	0.011211	0.004758	0.011598	0.044717	0.006215	0.021621	0.026039	0.019334	0.021187	0.013509	0.069498	0.014381	0.052452	0.010270	0.026566	0.005033	0.012936	0.001890	0.020585	0.039212	0.012031	0.007702	0.010171	0.012453	0.026420	0.001619	0.014870	0.015628	0.012295	0.003742	0.002891	0.022680	0.008638	0.013354
16300	-6189.862429	-6878.258035	688.395606	31.153361	3.000000	1.343663	0.227555	0.010353	0.027868	0.048361	0.012866	0.004983	0.027731	0.001649	0.012451	0.007127	0.033980	0.003847	0.014108	0.001533	0.019376	0.016293	0.018159	0.010370	0.031555	0.018202	0.019484	0.011286	0.012578	0.005686	0.008836	0.003673	0.012966	0.001482	0.010795	0.003450	0.011915	0.043055	0.009651	0.021717	0.025071	0.026996	0.020399	0.014616	0.080955	0.013847	0.047655	0.009801	0.023642	0.005493	0.015245	0.001820	0.015279	0.037754	0.010284	0.006660	0.009793	0.007174	0.025438	0.002113	0.015023	0.014755	0.007860	0.012399	0.002783	0.027338	0.009566	0.012857
16400	-6181.076618	-6880.840194	699.763576	30.799968	3.000000	1.441449	0.265824	0.013081	0.029110	0.040088	0.010566	0.009400	0.029444	0.002347	0.013220	0.008238	0.037460	0.006172	0.014979	0.002972	0.026776	0.013405	0.010501	0.011010	0.036854	0.018356	0.017998	0.006529	0.013639	0.003913	0.007463	0.002017	0.009908	0.003156	0.012034	0.003844	0.012651	0.040353	0.010247	0.022200	0.026620	0.018438	0.018645	0.010368	0.079147	0.008538	0.055841	0.008282	0.020308	0.005832	0.016187	0.001933	0.021086	0.036505	0.008725	0.011736	0.009053	0.007617	0.024981	0.003015	0.015951	0.011873	0.011980	0.013165	0.002373	0.027254	0.010157	0.014461
16500	-6203.099416	-6902.713768	699.614352	27.569133	3.000000	1.533661	0.290636	0.013076	0.022876	0.041357	0.008629	0.007439	0.029434	0.003881	0.013215	0.009888	0.039026	0.006341	0.014974	0.002971	0.013153	0.018530	0.010497	0.011525	0.031363	0.019480	0.017991	0.006526	0.019813	0.003912	0.008467	0.006891	0.013121	0.002975	0.012030	0.003102	0.012981	0.040432	0.010167	0.022193	0.026611	0.026795	0.018638	0.011854	0.079119	0.010737	0.056367	0.007861	0.020300	0.005830	0.015753	0.001932	0.018563	0.036422	0.006622	0.006426	0.009050	0.007615	0.027873	0.003013	0.012134	0.011869	0.018803	0.009924	0.001566	0.024829	0.010781	0.014456
16600	-6232.276183	-6873.425696	641.149513	32.685233	3.000000	1.481443	0.213987	0.016191	0.023422	0.042343	0.008835	0.008713	0.039237	0.003815	0.014310	0.007166	0.023762	0.005538	0.009615	0.003042	0.026497	0.016052	0.010747	0.008259	0.034600	0.012346	0.019820	0.006682	0.021834	0.005105	0.011019	0.008374	0.009079	0.003519	0.009841	0.004268	0.013291	0.041396	0.008885	0.022722	0.018851	0.036221	0.016012	0.016315	0.093316	0.006732	0.046575	0.008048	0.026012	0.004183	0.014827	0.001978	0.017898	0.027694	0.011349	0.006579	0.009415	0.010935	0.028365	0.002857	0.013128	0.014279	0.009173	0.008417	0.001604	0.025421	0.008690	0.014801
16700	-6200.118099	-6888.331264	688.213165	31.523294	3.000000	1.335063	0.262808	0.015424	0.022778	0.045975	0.009095	0.008301	0.034792	0.003635	0.021493	0.006827	0.025330	0.016325	0.007017	0.003317	0.026102	0.015291	0.013163	0.009621	0.032961	0.011761	0.016304	0.005241	0.017578	0.003081	0.011387	0.004515	0.015842	0.000598	0.009375	0.003373	0.012661	0.052730	0.008464	0.021645	0.021242	0.034505	0.017454	0.008252	0.081846	0.011366	0.049765	0.014906	0.023564	0.004980	0.018680	0.001935	0.017050	0.027269	0.010811	0.012009	0.005032	0.011929	0.017947	0.002722	0.012556	0.011575	0.008739	0.006086	0.002420	0.031580	0.007680	0.014099
16800	-6199.190370	-6896.413716	697.223346	32.351079	3.000000	1.426748	0.234905	0.015568	0.025680	0.045880	0.009180	0.004678	0.043306	0.002823	0.021983	0.006046	0.025566	0.016477	0.005990	0.003527	0.026345	0.008980	0.013286	0.008921	0.033268	0.022320	0.016456	0.006569	0.020669	0.005143	0.011493	0.005598	0.013447	0.004231	0.012091	0.001813	0.012299	0.039757	0.008543	0.022090	0.021440	0.021223	0.018280	0.014417	0.084172	0.012978	0.046599	0.011771	0.027156	0.004621	0.014727	0.001953	0.018185	0.027523	0.010912	0.006509	0.005078	0.006765	0.025169	0.002747	0.016026	0.011683	0.013311	0.007038	0.001049	0.029172	0.007751	0.011721
16900	-6206.365980	-6873.628129	667.262149	31.738243	3.000000	1.374680	0.281613	0.016984	0.026825	0.047926	0.011000	0.005254	0.028080	0.002949	0.020124	0.006316	0.021931	0.006570	0.006257	0.003685	0.027520	0.009381	0.011869	0.009580	0.039496	0.019748	0.021118	0.007562	0.021591	0.003320	0.009284	0.005847	0.013953	0.004419	0.009435	0.002369	0.012847	0.034039	0.005009	0.028101	0.023939	0.025163	0.012674	0.015060	0.087204	0.012989	0.056022	0.012296	0.018790	0.004827	0.011907	0.002041	0.019883	0.028750	0.011590	0.011522	0.006044	0.014276	0.023444	0.001002	0.018095	0.012204	0.012241	0.007658	0.000620	0.028262	0.007489	0.013618
17000	-6209.954078	-6848.480994	638.526916	35.659683	3.000000	1.318079	0.285966	0.017309	0.023274	0.048843	0.011210	0.005986	0.028616	0.002439	0.010958	0.007815	0.022350	0.005002	0.006377	0.003755	0.027995	0.009884	0.019526	0.008224	0.051530	0.014735	0.021522	0.006567	0.015324	0.003383	0.009462	0.005959	0.014220	0.002141	0.009061	0.002415	0.011526	0.034690	0.009004	0.023857	0.024397	0.025644	0.018217	0.012905	0.083279	0.013237	0.055933	0.013300	0.017134	0.004919	0.012135	0.002080	0.018021	0.028972	0.011812	0.007731	0.007737	0.014549	0.028172	0.001021	0.018441	0.014013	0.012475	0.007804	0.000802	0.028802	0.007632	0.013879
17100	-6214.365451	-6842.453245	628.087793	35.636691	3.000000	1.623060	0.291727	0.017455	0.026489	0.049255	0.006995	0.010417	0.028858	0.002459	0.011051	0.011062	0.034710	0.011583	0.014260	0.003787	0.019014	0.009899	0.011041	0.009808	0.036252	0.014859	0.016124	0.006623	0.010082	0.008376	0.010756	0.006009	0.011938	0.002159	0.013008	0.002503	0.012652	0.034982	0.007081	0.025223	0.026327	0.028417	0.018370	0.013613	0.080337	0.010601	0.053617	0.011577	0.029174	0.007013	0.016850	0.002620	0.015673	0.029216	0.012768	0.007368	0.004696	0.007658	0.022933	0.001669	0.019197	0.015670	0.013267	0.007870	0.000769	0.024266	0.007696	0.013996
17200	-6217.816224	-6848.599995	630.783771	33.493152	3.000000	1.383438	0.259714	0.014115	0.026723	0.046871	0.007125	0.008933	0.035847	0.002505	0.009497	0.007260	0.032342	0.011798	0.014525	0.003857	0.020780	0.018276	0.009432	0.014433	0.036160	0.021038	0.016586	0.008595	0.011318	0.007921	0.009516	0.002288	0.009870	0.002527	0.008579	0.002850	0.012887	0.039793	0.007213	0.024468	0.024334	0.026369	0.018712	0.013866	0.078610	0.010798	0.061885	0.016063	0.029465	0.004951	0.017163	0.000885	0.013861	0.023052	0.008489	0.008752	0.004783	0.007205	0.023328	0.001700	0.021994	0.013366	0.011484	0.007914	0.000783	0.023838	0.007839	0.012582
17300	-6247.200540	-6852.439752	605.239211	30.318633	3.000000	1.590219	0.217463	0.017580	0.029290	0.051112	0.007701	0.005994	0.039603	0.003514	0.014454	0.008512	0.033101	0.005008	0.015420	0.004130	0.018997	0.015727	0.014995	0.008315	0.038389	0.020787	0.018246	0.009125	0.007192	0.005048	0.006426	0.006112	0.009996	0.002682	0.010502	0.002970	0.011340	0.038158	0.006608	0.025976	0.025834	0.024892	0.015597	0.010082	0.073673	0.009868	0.050442	0.011365	0.026188	0.005256	0.015477	0.000940	0.014715	0.034797	0.009013	0.009291	0.007352	0.012958	0.028739	0.001734	0.019658	0.014190	0.008780	0.009698	0.001976	0.025307	0.005811	0.013357
17400	-6239.362520	-6848.008740	608.646220	33.124591	3.000000	1.344318	0.197452	0.018693	0.024421	0.038213	0.007340	0.010314	0.032568	0.001364	0.014029	0.009923	0.031805	0.004861	0.014089	0.003410	0.024633	0.015636	0.019407	0.011867	0.044628	0.014190	0.021027	0.008857	0.011220	0.002846	0.012430	0.004885	0.009080	0.002111	0.011104	0.005047	0.012286	0.044649	0.009035	0.025213	0.025075	0.024161	0.016450	0.013840	0.071284	0.012851	0.052031	0.010786	0.025391	0.007261	0.015861	0.000912	0.018096	0.027426	0.008581	0.009289	0.007136	0.009832	0.027895	0.001683	0.017885	0.014874	0.008522	0.009414	0.000104	0.020847	0.008369	0.012965
17500	-6189.061462	-6854.325953	665.264491	32.355546	3.000000	1.494468	0.286127	0.018676	0.024398	0.042902	0.007333	0.004456	0.032537	0.001363	0.012219	0.009914	0.026223	0.008206	0.014326	0.003091	0.022504	0.018018	0.012869	0.008797	0.035767	0.015423	0.017897	0.006014	0.011209	0.006068	0.012418	0.003379	0.008335	0.002109	0.011977	0.003228	0.012274	0.050482	0.009097	0.023425	0.025051	0.028387	0.018147	0.014761	0.071216	0.012839	0.054824	0.013752	0.028560	0.007255	0.014855	0.001520	0.015526	0.033396	0.011997	0.012155	0.007128	0.010527	0.025750	0.003186	0.014037	0.009924	0.012524	0.012141	0.000104	0.021249	0.009307	0.012953
17600	-6173.874202	-6867.150306	693.276104	33.081446	3.000000	1.608453	0.243957	0.012752	0.022875	0.040998	0.007469	0.004753	0.030533	0.003081	0.014522	0.008496	0.026120	0.008173	0.014293	0.003144	0.022415	0.013792	0.014292	0.013697	0.036447	0.015362	0.014326	0.010451	0.014937	0.005904	0.012604	0.002491	0.007799	0.001842	0.011930	0.004971	0.013646	0.050283	0.008180	0.019358	0.025210	0.020901	0.017958	0.012713	0.085259	0.008794	0.049467	0.013697	0.018687	0.006380	0.012880	0.001514	0.018996	0.034678	0.011083	0.012107	0.007100	0.012759	0.025577	0.002473	0.015243	0.024778	0.011691	0.005618	0.000637	0.029133	0.009785	0.012947
17700	-6190.601036	-6857.078848	666.477813	31.616354	3.000000	1.461733	0.258156	0.012444	0.032740	0.040076	0.006622	0.008627	0.033826	0.003747	0.008535	0.005748	0.030036	0.005658	0.013948	0.003068	0.024541	0.013682	0.013947	0.012850	0.032929	0.018430	0.012204	0.006511	0.018924	0.006644	0.010989	0.002431	0.008440	0.001797	0.011642	0.001940	0.011440	0.049069	0.008461	0.020946	0.028063	0.022970	0.015787	0.010844	0.083201	0.009199	0.055550	0.010381	0.023481	0.006226	0.015979	0.001822	0.018225	0.032797	0.010816	0.011815	0.008678	0.010384	0.024161	0.003218	0.018186	0.022767	0.008381	0.007160	0.000675	0.028430	0.007811	0.010104
17800	-6159.619923	-6845.091624	685.471701	35.421564	3.000000	1.500082	0.274144	0.015823	0.026139	0.041050	0.006783	0.010627	0.034648	0.003838	0.007872	0.005887	0.029791	0.004371	0.014286	0.003848	0.024081	0.015407	0.014286	0.011667	0.039754	0.016711	0.016652	0.006669	0.019384	0.006805	0.009016	0.002914	0.013107	0.001841	0.009449	0.001987	0.012170	0.050262	0.007828	0.018949	0.028745	0.022929	0.016171	0.011107	0.085223	0.009422	0.054902	0.014564	0.024052	0.007053	0.016367	0.002246	0.011301	0.029312	0.012192	0.008160	0.006277	0.010078	0.024748	0.004326	0.016055	0.023320	0.009722	0.008636	0.000692	0.020276	0.006802	0.011419
17900	-6161.036835	-6851.594511	690.557676	35.449282	3.000000	1.398955	0.321278	0.013447	0.022128	0.039809	0.009796	0.008060	0.041457	0.001985	0.016937	0.005709	0.027638	0.010557	0.013854	0.003731	0.023353	0.017806	0.013280	0.011314	0.038552	0.019006	0.014823	0.006467	0.021888	0.006594	0.008744	0.003199	0.011906	0.001785	0.013406	0.001927	0.011397	0.048742	0.004376	0.018376	0.024520	0.022236	0.016953	0.009632	0.091209	0.011468	0.056068	0.010712	0.026680	0.006839	0.018381	0.002178	0.015507	0.020611	0.007599	0.009039	0.006088	0.011161	0.022576	0.001747	0.015569	0.021712	0.009428	0.008375	0.000665	0.020898	0.006596	0.013504
18000	-6182.598929	-6877.788770	695.189841	35.238891	3.000000	1.524194	0.223916	0.013670	0.025910	0.040467	0.009958	0.008193	0.042143	0.004672	0.017217	0.004011	0.025507	0.006129	0.012420	0.003793	0.023740	0.015636	0.009729	0.011502	0.036023	0.022417	0.013614	0.006276	0.022251	0.001861	0.007092	0.003101	0.012103	0.000924	0.012060	0.002841	0.011585	0.052269	0.004448	0.021144	0.024926	0.031131	0.016179	0.007351	0.092718	0.011360	0.052822	0.009652	0.020364	0.006952	0.018685	0.002578	0.015764	0.020952	0.007724	0.009301	0.006606	0.011346	0.022950	0.001651	0.018735	0.019413	0.009584	0.008513	0.000212	0.024166	0.008833	0.014824
18100	-6167.858440	-6867.124389	699.265949	34.226893	3.000000	1.371496	0.165011	0.013298	0.033074	0.036063	0.009688	0.007970	0.035445	0.003889	0.011557	0.004490	0.030964	0.006913	0.010537	0.001557	0.023206	0.015211	0.017725	0.011189	0.033427	0.021807	0.012302	0.008285	0.021645	0.006131	0.007562	0.000946	0.014010	0.002811	0.011429	0.003076	0.011517	0.044260	0.004327	0.031675	0.017008	0.027447	0.015567	0.008794	0.081194	0.010361	0.054851	0.009222	0.018855	0.006763	0.012381	0.002249	0.014600	0.024348	0.009707	0.008482	0.010923	0.011037	0.036437	0.005045	0.018225	0.016543	0.013858	0.005979	0.001188	0.028893	0.007173	0.014884
